Purchase_ID,Buyer_ID,Mood,Emotion_Intensity,Product_Category,Product_Name,Brand,Amount,Discount(%),Payment_Mode,Purchase_Date,Purchase_Time,Device_Used
1874,1874,Excited,4,Electronics,Novel,BrandB,,12,Cash,2030-02-17,0 days 00:57:29,Laptop
1875,1875,Calm,9,Clothing,Lipstick,BrandD,3777,35,Debit Card,2030-02-18,0 days 09:22:57,Tablet
1876,1876,Sad,3,Books,Novel,BrandA,2891,41,Debit Card,2030-02-19,0 days 02:01:19,Tablet
1877,1877,Calm,6,Electronics,T-shirt,BrandC,,39,Credit Card,2030-02-20,0 days 12:26:49,Tablet
1878,1878,Happy,7,Clothing,Pizza,BrandD,2118,43,Credit Card,2030-02-21,0 days 01:26:31,Laptop
1879,1879,Happy,3,Books,Laptop,BrandA,3855,11,Debit Card,2030-02-22,0 days 20:34:04,Laptop
1880,1880,Excited,1,Electronics,Laptop,BrandD,1912,21,UPI,2030-02-23,0 days 01:28:27,Tablet
1881,1881,Angry,2,Beauty,T-shirt,BrandD,2692,1,UPI,2030-02-24,0 days 01:10:16,Tablet
1882,1882,Happy,7,Beauty,Novel,BrandA,1544,39,UPI,2030-02-25,0 days 18:35:01,Laptop
1883,1883,Sad,7,Books,T-shirt,BrandD,,27,UPI,2030-02-26,0 days 17:09:03,Mobile
1884,1884,Excited,1,Electronics,Pizza,BrandD,1306,12,Debit Card,2030-02-27,0 days 02:32:07,Tablet
1885,1885,Angry,7,Clothing,Laptop,BrandB,3705,32,Cash,2030-02-28,0 days 23:43:58,Mobile
1886,1886,,6,Clothing,Lipstick,BrandB,4312,,UPI,2030-03-01,0 days 09:52:16,Mobile
1887,1887,Happy,6,Electronics,Laptop,BrandC,782,33,Debit Card,2030-03-02,0 days 00:08:15,Laptop
1888,1888,Angry,7,Beauty,Pizza,BrandB,4550,22,UPI,2030-03-03,0 days 19:12:08,Laptop
1889,1889,Calm,7,Electronics,Novel,BrandA,,31,Credit Card,2030-03-04,0 days 18:49:28,Mobile
1890,1890,,1,Beauty,T-shirt,BrandD,4856,19,UPI,2030-03-05,0 days 17:02:42,Laptop
1891,1891,Sad,5,Beauty,Laptop,BrandC,2780,27,Debit Card,2030-03-06,0 days 11:20:16,Mobile
1892,1892,Calm,8,Clothing,Laptop,BrandB,519,7,Credit Card,2030-03-07,0 days 05:21:59,Mobile
1893,1893,Calm,8,Books,Lipstick,BrandD,4515,2,Credit Card,2030-03-08,0 days 17:51:35,Laptop
1894,1894,Sad,3,Food,T-shirt,BrandA,4994,29,UPI,2030-03-09,0 days 22:16:43,Laptop
1895,1895,Calm,3,Electronics,Lipstick,BrandD,1637,24,UPI,2030-03-10,0 days 03:36:40,Tablet
1896,1896,Happy,7,Beauty,Lipstick,BrandA,231,29,Credit Card,2030-03-11,0 days 01:51:59,Laptop
1897,1897,Angry,4,Electronics,Novel,BrandD,914,28,Cash,2030-03-12,0 days 19:26:21,Tablet
1898,1898,Angry,6,Books,Laptop,BrandC,1239,46,Debit Card,2030-03-13,0 days 13:19:01,Laptop
1899,1899,Sad,9,Books,T-shirt,BrandC,608,,Debit Card,2030-03-14,0 days 21:11:52,Laptop
1900,1900,,2,Food,Novel,BrandB,1327,33,Debit Card,2030-03-15,0 days 10:55:23,Laptop
1901,1901,Calm,2,Food,Novel,BrandB,906,24,Debit Card,2030-03-16,0 days 23:00:25,Laptop
1902,1902,Angry,6,Beauty,Novel,BrandD,4039,16,Debit Card,2030-03-17,0 days 15:55:20,Mobile
1903,1903,Angry,3,Food,Pizza,BrandD,3223,23,Credit Card,2030-03-18,0 days 03:10:19,Laptop
1904,1904,Angry,1,Beauty,Pizza,BrandB,3859,37,Debit Card,2030-03-19,0 days 20:23:56,Mobile
1905,1905,Angry,2,Clothing,Novel,BrandB,982,,Cash,2030-03-20,0 days 07:20:03,Laptop
1906,1906,Excited,7,Beauty,Pizza,BrandD,2379,32,Cash,2030-03-21,0 days 07:51:38,Laptop
1907,1907,Sad,4,Food,T-shirt,BrandD,1378,35,UPI,2030-03-22,0 days 10:22:45,Mobile
1908,1908,Calm,2,Electronics,Laptop,BrandD,2606,6,UPI,2030-03-23,0 days 12:50:33,Laptop
1909,1909,Calm,8,Food,T-shirt,BrandC,3007,22,UPI,2030-03-24,0 days 19:35:45,Tablet
1910,1910,Sad,4,Books,Laptop,BrandA,4460,45,UPI,2030-03-25,0 days 20:12:51,Tablet
1911,1911,Happy,4,Food,Pizza,BrandA,2964,25,Credit Card,2030-03-26,0 days 15:39:20,Laptop
1912,1912,Sad,2,Clothing,T-shirt,BrandB,2924,13,Cash,2030-03-27,0 days 17:12:46,Tablet
1913,1913,Angry,1,Beauty,Lipstick,BrandC,2735,41,Credit Card,2030-03-28,0 days 10:34:16,Tablet
1914,1914,,1,Books,Novel,BrandD,412,27,Cash,2030-03-29,0 days 15:49:25,Tablet
1915,1915,Sad,3,Beauty,Laptop,BrandD,2148,23,Credit Card,2030-03-30,0 days 17:50:37,Tablet
1916,1916,Sad,6,Beauty,Laptop,BrandB,3346,6,Cash,2030-03-31,0 days 03:06:35,Mobile
1917,1917,Calm,7,Food,Lipstick,BrandB,1401,,UPI,2030-04-01,0 days 10:56:14,Mobile
1918,1918,Calm,9,Electronics,Lipstick,BrandC,2019,35,Cash,2030-04-02,0 days 17:38:59,Mobile
1919,1919,Excited,5,Books,Novel,BrandA,3089,38,UPI,2030-04-03,0 days 07:17:28,Tablet
1920,1920,Excited,9,Clothing,Pizza,BrandA,844,14,Cash,2030-04-04,0 days 14:17:34,Tablet
1921,1921,Angry,8,Clothing,T-shirt,BrandD,2559,48,Credit Card,2030-04-05,0 days 07:17:06,Mobile
1922,1922,Excited,1,Electronics,T-shirt,BrandB,4422,2,Debit Card,2030-04-06,0 days 23:58:35,Tablet
1923,1923,Excited,3,Electronics,T-shirt,BrandC,,47,Cash,2030-04-07,0 days 21:10:02,Mobile
1924,1924,Happy,8,Food,Pizza,BrandD,4520,1,Credit Card,2030-04-08,0 days 23:51:55,Mobile
1925,1925,Sad,9,Clothing,Novel,BrandA,3288,6,Debit Card,2030-04-09,0 days 08:48:29,Mobile
1926,1926,,4,Books,T-shirt,BrandA,696,15,Credit Card,2030-04-10,0 days 11:54:10,Tablet
1927,1927,Excited,6,Electronics,Laptop,BrandC,2216,20,Debit Card,2030-04-11,0 days 11:15:37,Mobile
1928,1928,Calm,4,Electronics,Laptop,BrandD,,8,UPI,2030-04-12,0 days 17:37:38,Laptop
1929,1929,Excited,9,Electronics,Laptop,BrandC,2088,11,Cash,2030-04-13,0 days 08:35:49,Mobile
1930,1930,Excited,2,Books,Lipstick,BrandD,,,Credit Card,2030-04-14,0 days 07:10:53,Mobile
1931,1931,,6,Clothing,Lipstick,BrandA,1360,23,Cash,2030-04-15,0 days 06:06:37,Laptop
1932,1932,Happy,3,Books,Pizza,BrandB,2722,32,UPI,2030-04-16,0 days 09:57:50,Tablet
1933,1933,Sad,4,Books,T-shirt,BrandB,4512,13,UPI,2030-04-17,0 days 16:15:29,Mobile
1934,1934,Sad,2,Food,Lipstick,BrandA,395,42,Cash,2030-04-18,0 days 17:36:11,Laptop
1935,1935,Angry,8,Electronics,Laptop,BrandB,2448,17,Credit Card,2030-04-19,0 days 14:03:27,Tablet
1936,1936,Angry,8,Clothing,Lipstick,BrandB,4661,4,Credit Card,2030-04-20,0 days 16:15:23,Laptop
1937,1937,Sad,1,Food,Laptop,BrandD,2966,14,Credit Card,2030-04-21,0 days 09:28:34,Mobile
1938,1938,Sad,6,Food,T-shirt,BrandC,1751,6,Cash,2030-04-22,0 days 11:33:08,Laptop
1939,1939,Happy,1,Beauty,Pizza,BrandD,2647,24,Credit Card,2030-04-23,0 days 13:59:26,Tablet
1940,1940,Excited,6,Electronics,Novel,BrandC,4509,13,Credit Card,2030-04-24,0 days 08:17:51,Mobile
1941,1941,Happy,7,Clothing,Novel,BrandC,2588,39,Debit Card,2030-04-25,0 days 18:44:57,Laptop
1942,1942,Sad,2,Clothing,Laptop,BrandB,3206,35,Credit Card,2030-04-26,0 days 17:18:04,Tablet
1943,1943,Excited,9,Clothing,Lipstick,BrandC,318,34,UPI,2030-04-27,0 days 01:34:50,Tablet
1944,1944,Sad,8,Electronics,Lipstick,BrandC,3696,43,Credit Card,2030-04-28,0 days 04:12:48,Mobile
1945,1945,Happy,9,Clothing,Laptop,BrandA,1916,49,Cash,2030-04-29,0 days 12:44:35,Mobile
1946,1946,Happy,4,Books,T-shirt,BrandC,3083,23,Cash,2030-04-30,0 days 19:43:14,Mobile
1947,1947,Happy,4,Books,Laptop,BrandA,3114,14,Credit Card,2030-05-01,0 days 18:05:16,Mobile
1948,1948,Excited,8,Electronics,T-shirt,BrandD,1872,10,Cash,2030-05-02,0 days 02:47:13,Laptop
1949,1949,Calm,1,Clothing,Pizza,BrandB,1402,23,Cash,2030-05-03,0 days 20:26:23,Tablet
1950,1950,Calm,8,Beauty,Pizza,BrandC,1655,10,Credit Card,2030-05-04,0 days 01:21:42,Mobile
1951,1951,Sad,7,Beauty,Laptop,BrandA,4861,,Debit Card,2030-05-05,0 days 00:24:56,Mobile
1952,1952,Excited,7,Beauty,Pizza,BrandD,4178,16,Debit Card,2030-05-06,0 days 17:01:03,Mobile
1953,1953,Angry,9,Books,Lipstick,BrandD,2671,5,Debit Card,2030-05-07,0 days 07:41:04,Laptop
1954,1954,Calm,7,Beauty,T-shirt,BrandD,317,20,Debit Card,2030-05-08,0 days 11:43:23,Tablet
1955,1955,Excited,2,Clothing,Novel,BrandA,567,7,UPI,2030-05-09,0 days 01:16:22,Tablet
1956,1956,Excited,1,Clothing,Novel,BrandA,3376,14,Credit Card,2030-05-10,0 days 08:11:22,Mobile
1957,1957,Calm,1,Beauty,Pizza,BrandB,,31,Cash,2030-05-11,0 days 09:40:11,Tablet
1958,1958,Excited,7,Food,T-shirt,BrandC,4012,9,Cash,2030-05-12,0 days 10:02:24,Laptop
1959,1959,Excited,5,Beauty,Lipstick,BrandD,2397,27,Credit Card,2030-05-13,0 days 11:31:16,Tablet
1960,1960,,4,Food,Novel,BrandB,2329,14,Cash,2030-05-14,0 days 08:51:12,Mobile
1961,1961,Happy,5,Electronics,Lipstick,BrandA,1100,11,UPI,2030-05-15,0 days 22:59:14,Tablet
1962,1962,Sad,6,Electronics,Lipstick,BrandB,392,42,Debit Card,2030-05-16,0 days 04:43:27,Laptop
1963,1963,Angry,6,Clothing,Novel,BrandD,2970,17,Credit Card,2030-05-17,0 days 13:56:39,Laptop
1964,1964,Sad,1,Books,Novel,BrandD,3548,36,Cash,2030-05-18,0 days 14:05:16,Tablet
1965,1965,Happy,2,Clothing,Pizza,BrandB,1150,43,UPI,2030-05-19,0 days 23:51:42,Tablet
1966,1966,Happy,3,Clothing,T-shirt,BrandD,3806,23,Cash,2030-05-20,0 days 09:14:24,Mobile
1967,1967,Excited,4,Books,Laptop,BrandA,457,,UPI,2030-05-21,0 days 18:07:10,Mobile
1968,1968,Sad,6,Clothing,T-shirt,BrandD,1421,28,Cash,2030-05-22,0 days 07:30:05,Mobile
1969,1969,Happy,9,Books,Laptop,BrandC,850,9,Debit Card,2030-05-23,0 days 08:44:35,Tablet
1970,1970,Sad,2,Clothing,Novel,BrandC,2518,13,Credit Card,2030-05-24,0 days 04:42:06,Laptop
1971,1971,Happy,8,Electronics,Lipstick,BrandD,4691,15,Debit Card,2030-05-25,0 days 09:21:23,Laptop
1972,1972,Angry,9,Food,T-shirt,BrandB,2625,36,Debit Card,2030-05-26,0 days 23:15:21,Tablet
1973,1973,Happy,2,Clothing,Lipstick,BrandD,1122,10,Cash,2030-05-27,0 days 21:20:10,Laptop
1974,1974,Sad,9,Food,T-shirt,BrandC,3359,25,Debit Card,2030-05-28,0 days 12:47:29,Laptop
1975,1975,Excited,7,Beauty,T-shirt,BrandA,597,39,Credit Card,2030-05-29,0 days 13:44:43,Tablet
1976,1976,Sad,9,Clothing,Lipstick,BrandC,3114,18,UPI,2030-05-30,0 days 11:05:13,Laptop
1977,1977,Calm,6,Electronics,Pizza,BrandD,760,17,UPI,2030-05-31,0 days 16:55:34,Tablet
1978,1978,Sad,2,Books,Novel,BrandD,389,29,Cash,2030-06-01,0 days 11:48:14,Mobile
1979,1979,Angry,8,Electronics,Pizza,BrandB,404,31,Credit Card,2030-06-02,0 days 08:24:48,Laptop
1980,1980,Angry,9,Food,Pizza,BrandD,,22,Credit Card,2030-06-03,0 days 07:08:02,Tablet
1981,1981,Angry,8,Books,T-shirt,BrandD,4339,,UPI,2030-06-04,0 days 18:38:45,Laptop
1982,1982,Happy,2,Electronics,Novel,BrandA,3571,12,UPI,2030-06-05,0 days 08:33:29,Laptop
1983,1983,Angry,8,Electronics,T-shirt,BrandA,3241,20,Debit Card,2030-06-06,0 days 23:26:46,Mobile
1984,1984,,3,Electronics,Laptop,BrandA,1905,20,Cash,2030-06-07,0 days 14:22:22,Tablet
1985,1985,Excited,3,Books,T-shirt,BrandB,912,28,UPI,2030-06-08,0 days 16:33:04,Mobile
1986,1986,Angry,9,Electronics,Lipstick,BrandB,3656,28,UPI,2030-06-09,0 days 20:36:55,Laptop
1987,1987,Sad,9,Electronics,T-shirt,BrandC,2884,49,Credit Card,2030-06-10,0 days 02:26:43,Laptop
1988,1988,Happy,9,Food,Laptop,BrandB,4606,26,Credit Card,2030-06-11,0 days 14:36:12,Laptop
1989,1989,Happy,4,Electronics,T-shirt,BrandA,3799,28,Credit Card,2030-06-12,0 days 16:48:58,Tablet
1990,1990,Excited,7,Electronics,Laptop,BrandB,2521,14,UPI,2030-06-13,0 days 14:03:28,Mobile
1991,1991,Excited,8,Beauty,Novel,BrandD,4077,46,Cash,2030-06-14,0 days 11:59:13,Tablet
1992,1992,Sad,5,Books,T-shirt,BrandB,3722,11,Debit Card,2030-06-15,0 days 13:30:57,Laptop
1993,1993,Excited,1,Beauty,Laptop,BrandD,4826,40,Cash,2030-06-16,0 days 02:38:49,Mobile
1994,1994,Excited,9,Food,Novel,BrandC,4312,18,UPI,2030-06-17,0 days 13:23:28,Laptop
1995,1995,Happy,6,Beauty,Lipstick,BrandD,2965,11,Debit Card,2030-06-18,0 days 21:05:28,Mobile
1996,1996,Sad,3,Clothing,Pizza,BrandA,,22,Cash,2030-06-19,0 days 10:21:05,Tablet
1997,1997,Excited,3,Books,Laptop,BrandC,754,4,UPI,2030-06-20,0 days 01:16:23,Tablet
1998,1998,Sad,1,Electronics,Lipstick,BrandC,2340,25,Cash,2030-06-21,0 days 17:00:26,Tablet
1999,1999,Angry,8,Beauty,Novel,BrandC,2878,9,UPI,2030-06-22,0 days 07:24:50,Tablet
2000,2000,Happy,2,Beauty,Lipstick,BrandA,783,21,Credit Card,2030-06-23,0 days 02:52:08,Tablet
2001,2001,Happy,1,Electronics,T-shirt,BrandD,2196,38,Cash,2030-06-24,0 days 04:30:38,Mobile
2002,2002,Happy,7,Electronics,Pizza,BrandC,1041,,Credit Card,2030-06-25,0 days 10:51:53,Mobile
2003,2003,Calm,9,Food,Laptop,BrandA,2575,10,Credit Card,2030-06-26,0 days 15:37:15,Laptop
2004,2004,Sad,6,Beauty,Novel,BrandC,4238,27,Debit Card,2030-06-27,0 days 06:01:22,Mobile
2005,2005,,8,Beauty,Pizza,BrandC,2004,30,Debit Card,2030-06-28,0 days 13:10:42,Laptop
2006,2006,Excited,8,Clothing,Novel,BrandA,929,7,Cash,2030-06-29,0 days 22:46:38,Tablet
2007,2007,Angry,9,Clothing,Lipstick,BrandB,,38,UPI,2030-06-30,0 days 19:46:28,Mobile
2008,2008,Sad,7,Beauty,Novel,BrandC,1663,47,Debit Card,2030-07-01,0 days 04:39:21,Mobile
2009,2009,Happy,9,Clothing,Novel,BrandB,2367,27,Debit Card,2030-07-02,0 days 17:16:28,Tablet
2010,2010,Calm,9,Beauty,Lipstick,BrandC,1772,15,Credit Card,2030-07-03,0 days 03:06:16,Tablet
2011,2011,Sad,1,Books,Lipstick,BrandB,,45,Credit Card,2030-07-04,0 days 15:58:18,Tablet
2012,2012,Sad,6,Food,Pizza,BrandD,456,,UPI,2030-07-05,0 days 13:25:29,Laptop
2013,2013,Excited,8,Clothing,Laptop,BrandB,327,30,Debit Card,2030-07-06,0 days 07:07:19,Laptop
2014,2014,,9,Beauty,Lipstick,BrandB,1582,40,Debit Card,2030-07-07,0 days 18:49:12,Mobile
2015,2015,Angry,4,Clothing,Pizza,BrandB,3928,47,UPI,2030-07-08,0 days 07:36:55,Tablet
2016,2016,Excited,2,Food,Novel,BrandB,4851,,Debit Card,2030-07-09,0 days 09:04:17,Mobile
2017,2017,Calm,9,Books,Novel,BrandD,2900,4,Cash,2030-07-10,0 days 10:36:57,Tablet
2018,2018,Happy,9,Electronics,T-shirt,BrandA,3347,34,Cash,2030-07-11,0 days 23:09:43,Tablet
2019,2019,Happy,8,Electronics,Lipstick,BrandB,2405,24,UPI,2030-07-12,0 days 14:37:02,Tablet
2020,2020,Calm,3,Clothing,Pizza,BrandA,4380,12,Credit Card,2030-07-13,0 days 04:58:20,Tablet
2021,2021,Excited,5,Beauty,Pizza,BrandC,521,28,UPI,2030-07-14,0 days 03:07:22,Tablet
2022,2022,Sad,2,Food,Laptop,BrandA,2556,26,Cash,2030-07-15,0 days 10:19:51,Laptop
2023,2023,Angry,3,Books,Pizza,BrandB,4579,39,Debit Card,2030-07-16,0 days 13:13:21,Mobile
2024,2024,Sad,1,Books,Lipstick,BrandA,3313,16,Debit Card,2030-07-17,0 days 18:02:10,Tablet
2025,2025,Angry,4,Books,Pizza,BrandD,2117,36,Credit Card,2030-07-18,0 days 04:58:30,Laptop
2026,2026,Sad,5,Electronics,T-shirt,BrandD,4156,37,Credit Card,2030-07-19,0 days 04:09:38,Laptop
2027,2027,Excited,2,Food,Novel,BrandB,,28,Cash,2030-07-20,0 days 13:52:20,Tablet
2028,2028,Excited,3,Electronics,Novel,BrandA,2896,33,Credit Card,2030-07-21,0 days 03:46:46,Tablet
2029,2029,Calm,6,Clothing,Pizza,BrandC,1716,29,UPI,2030-07-22,0 days 08:53:51,Laptop
2030,2030,Sad,6,Books,Pizza,BrandD,3493,30,Cash,2030-07-23,0 days 02:03:41,Tablet
2031,2031,Sad,7,Food,Pizza,BrandB,4524,21,Debit Card,2030-07-24,0 days 15:28:49,Laptop
2032,2032,Calm,9,Books,Pizza,BrandD,3245,45,Debit Card,2030-07-25,0 days 00:42:28,Tablet
2033,2033,Calm,4,Electronics,T-shirt,BrandB,318,,Debit Card,2030-07-26,0 days 02:00:52,Laptop
2034,2034,Excited,5,Electronics,Lipstick,BrandA,2571,3,Credit Card,2030-07-27,0 days 13:13:44,Tablet
2035,2035,Excited,2,Electronics,T-shirt,BrandA,4615,34,Cash,2030-07-28,0 days 21:46:25,Laptop
2036,2036,Sad,6,Books,T-shirt,BrandA,4118,40,Credit Card,2030-07-29,0 days 19:29:04,Mobile
2037,2037,Excited,4,Food,T-shirt,BrandA,3460,49,UPI,2030-07-30,0 days 01:52:25,Tablet
2038,2038,Excited,5,Food,Novel,BrandA,2785,43,Cash,2030-07-31,0 days 09:57:10,Tablet
2039,2039,Sad,7,Clothing,T-shirt,BrandB,4996,8,Credit Card,2030-08-01,0 days 10:34:09,Laptop
2040,2040,Calm,6,Books,Pizza,BrandD,2641,25,Debit Card,2030-08-02,0 days 10:25:30,Tablet
2041,2041,Sad,8,Clothing,T-shirt,BrandC,2899,26,Debit Card,2030-08-03,0 days 08:23:42,Mobile
2042,2042,Happy,6,Clothing,Pizza,BrandD,1217,26,UPI,2030-08-04,0 days 02:40:40,Mobile
2043,2043,Sad,8,Clothing,Lipstick,BrandA,4701,17,UPI,2030-08-05,0 days 09:22:14,Laptop
2044,2044,Happy,4,Clothing,Novel,BrandD,3247,29,UPI,2030-08-06,0 days 15:20:28,Laptop
2045,2045,Sad,7,Electronics,Lipstick,BrandD,2268,44,Debit Card,2030-08-07,0 days 16:01:47,Tablet
2046,2046,Happy,3,Clothing,Lipstick,BrandB,3865,45,Credit Card,2030-08-08,0 days 06:32:45,Laptop
2047,2047,Happy,1,Food,Novel,BrandC,4450,,Debit Card,2030-08-09,0 days 12:14:14,Mobile
2048,2048,Sad,9,Clothing,Pizza,BrandC,4854,41,Debit Card,2030-08-10,0 days 14:52:48,Mobile
2049,2049,Excited,9,Electronics,Pizza,BrandA,393,2,Debit Card,2030-08-11,0 days 18:20:45,Tablet
2050,2050,,6,Beauty,Pizza,BrandB,2646,28,Credit Card,2030-08-12,0 days 20:05:51,Mobile
2051,2051,Excited,2,Beauty,Novel,BrandB,1599,6,Debit Card,2030-08-13,0 days 16:00:47,Laptop
2052,2052,Happy,8,Beauty,T-shirt,BrandB,2719,17,UPI,2030-08-14,0 days 16:11:52,Tablet
2053,2053,Sad,6,Books,Laptop,BrandB,4127,15,UPI,2030-08-15,0 days 11:46:38,Tablet
2054,2054,Sad,7,Food,T-shirt,BrandB,3887,,UPI,2030-08-16,0 days 16:54:25,Tablet
2055,2055,Sad,1,Electronics,T-shirt,BrandC,752,31,UPI,2030-08-17,0 days 09:00:08,Laptop
2056,2056,Sad,3,Beauty,Lipstick,BrandC,,37,Debit Card,2030-08-18,0 days 17:50:25,Tablet
2057,2057,Angry,1,Electronics,Laptop,BrandD,2760,24,Debit Card,2030-08-19,0 days 21:53:32,Tablet
2058,2058,Calm,1,Electronics,Pizza,BrandC,4197,43,Debit Card,2030-08-20,0 days 00:58:20,Mobile
2059,2059,Happy,1,Books,T-shirt,BrandB,,31,UPI,2030-08-21,0 days 14:15:51,Mobile
2060,2060,Angry,4,Beauty,Novel,BrandD,993,18,Credit Card,2030-08-22,0 days 03:29:06,Tablet
2061,2061,Excited,7,Clothing,T-shirt,BrandC,324,2,Cash,2030-08-23,0 days 14:44:13,Laptop
2062,2062,Calm,7,Electronics,Pizza,BrandD,374,34,Cash,2030-08-24,0 days 11:15:26,Laptop
2063,2063,Calm,5,Beauty,T-shirt,BrandC,2751,49,Cash,2030-08-25,0 days 22:22:58,Laptop
2064,2064,Sad,6,Electronics,Lipstick,BrandA,4048,28,Credit Card,2030-08-26,0 days 10:35:53,Laptop
2065,2065,Angry,2,Books,Lipstick,BrandC,3656,10,Debit Card,2030-08-27,0 days 00:03:49,Mobile
2066,2066,Excited,5,Books,T-shirt,BrandD,2958,5,Cash,2030-08-28,0 days 14:20:38,Laptop
2067,2067,Sad,7,Clothing,Lipstick,BrandA,4039,18,Cash,2030-08-29,0 days 06:52:05,Laptop
2068,2068,,9,Books,Novel,BrandB,3955,36,Debit Card,2030-08-30,0 days 09:21:17,Tablet
2069,2069,Happy,6,Beauty,Laptop,BrandD,3842,44,Cash,2030-08-31,0 days 21:27:36,Laptop
2070,2070,Calm,4,Books,T-shirt,BrandB,4401,26,Debit Card,2030-09-01,0 days 13:55:29,Laptop
2071,2071,Excited,3,Clothing,Novel,BrandB,2170,4,Cash,2030-09-02,0 days 08:51:19,Laptop
2072,2072,Calm,9,Food,Novel,BrandD,1860,25,Debit Card,2030-09-03,0 days 22:55:54,Laptop
2073,2073,Angry,7,Electronics,Novel,BrandB,2775,34,UPI,2030-09-04,0 days 01:18:37,Mobile
2074,2074,Happy,6,Electronics,Pizza,BrandD,237,18,Credit Card,2030-09-05,0 days 23:21:50,Tablet
2075,2075,Sad,7,Beauty,T-shirt,BrandD,4690,16,Cash,2030-09-06,0 days 21:52:51,Mobile
2076,2076,Happy,8,Clothing,T-shirt,BrandC,2724,34,Debit Card,2030-09-07,0 days 01:26:29,Tablet
2077,2077,Sad,5,Clothing,T-shirt,BrandA,3776,46,UPI,2030-09-08,0 days 21:31:48,Tablet
2078,2078,Happy,3,Clothing,Laptop,BrandB,1508,48,Debit Card,2030-09-09,0 days 00:31:05,Tablet
2079,2079,Sad,3,Electronics,Novel,BrandB,3735,,Cash,2030-09-10,0 days 01:15:40,Tablet
2080,2080,Calm,2,Books,T-shirt,BrandA,4660,,Cash,2030-09-11,0 days 15:57:21,Mobile
2081,2081,Calm,8,Electronics,Lipstick,BrandA,2428,29,Cash,2030-09-12,0 days 21:40:00,Tablet
2082,2082,Calm,1,Electronics,Pizza,BrandA,,47,Cash,2030-09-13,0 days 10:26:22,Laptop
2083,2083,Calm,8,Electronics,Laptop,BrandA,3241,42,Cash,2030-09-14,0 days 21:58:52,Laptop
2084,2084,Happy,3,Books,Pizza,BrandA,2908,16,UPI,2030-09-15,0 days 22:28:42,Tablet
2085,2085,Sad,9,Food,Novel,BrandC,4539,36,Debit Card,2030-09-16,0 days 05:31:46,Laptop
2086,2086,Calm,2,Beauty,Lipstick,BrandD,4608,14,Debit Card,2030-09-17,0 days 05:46:42,Laptop
2087,2087,Happy,9,Food,Novel,BrandA,4371,,Cash,2030-09-18,0 days 20:05:54,Tablet
2088,2088,Sad,6,Food,T-shirt,BrandC,4152,47,Debit Card,2030-09-19,0 days 17:59:21,Tablet
2089,2089,Happy,1,Electronics,Pizza,BrandA,2509,13,UPI,2030-09-20,0 days 15:54:36,Tablet
2090,2090,Calm,5,Food,Lipstick,BrandA,430,13,Cash,2030-09-21,0 days 20:42:53,Mobile
2091,2091,Angry,9,Electronics,Pizza,BrandB,2950,44,Credit Card,2030-09-22,0 days 19:22:01,Tablet
2092,2092,Happy,6,Electronics,Laptop,BrandB,2893,32,UPI,2030-09-23,0 days 10:16:34,Tablet
2093,2093,Calm,7,Beauty,Lipstick,BrandB,3004,37,Cash,2030-09-24,0 days 02:08:12,Mobile
2094,2094,Excited,4,Clothing,Laptop,BrandB,1041,10,Debit Card,2030-09-25,0 days 16:13:16,Laptop
2095,2095,Sad,1,Electronics,Lipstick,BrandD,3783,10,UPI,2030-09-26,0 days 05:33:19,Mobile
2096,2096,,5,Food,T-shirt,BrandD,4811,47,Cash,2030-09-27,0 days 20:05:41,Laptop
2097,2097,Excited,2,Beauty,Pizza,BrandB,2689,25,Debit Card,2030-09-28,0 days 00:52:37,Mobile
2098,2098,Happy,8,Food,Pizza,BrandB,3734,2,Debit Card,2030-09-29,0 days 09:41:13,Tablet
2099,2099,Happy,4,Clothing,Novel,BrandA,807,24,Cash,2030-09-30,0 days 10:32:24,Mobile
2100,2100,Excited,1,Books,Lipstick,BrandA,,16,UPI,2030-10-01,0 days 09:22:41,Tablet
2101,2101,Excited,7,Clothing,Lipstick,BrandB,4160,21,Cash,2030-10-02,0 days 22:00:41,Laptop
2102,2102,Sad,2,Beauty,Laptop,BrandB,4457,28,Cash,2030-10-03,0 days 23:36:56,Tablet
2103,2103,Happy,3,Clothing,Lipstick,BrandB,2231,45,Cash,2030-10-04,0 days 08:47:58,Mobile
2104,2104,Excited,9,Clothing,Pizza,BrandA,401,25,Cash,2030-10-05,0 days 05:21:22,Mobile
2105,2105,Angry,9,Beauty,Lipstick,BrandB,1564,33,Cash,2030-10-06,0 days 15:16:48,Laptop
2106,2106,Angry,2,Beauty,Novel,BrandB,951,25,Debit Card,2030-10-07,0 days 03:33:13,Tablet
2107,2107,Excited,3,Food,Novel,BrandD,,8,Cash,2030-10-08,0 days 07:22:22,Laptop
2108,2108,Sad,9,Electronics,Pizza,BrandD,1520,39,UPI,2030-10-09,0 days 23:56:09,Tablet
2109,2109,Happy,1,Books,Pizza,BrandA,4087,10,Credit Card,2030-10-10,0 days 11:03:34,Tablet
2110,2110,Angry,2,Books,Pizza,BrandD,1530,6,Cash,2030-10-11,0 days 04:20:37,Laptop
2111,2111,Excited,2,Books,Lipstick,BrandA,630,29,UPI,2030-10-12,0 days 23:42:11,Laptop
2112,2112,Excited,3,Clothing,Lipstick,BrandC,2365,,Credit Card,2030-10-13,0 days 20:46:14,Tablet
2113,2113,Calm,3,Beauty,T-shirt,BrandB,4883,29,UPI,2030-10-14,0 days 13:49:17,Laptop
